Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i8,2016,Middle East,Grey,Diesel,Automatic,2.2,87339,52076,4410,Low
M5,2014,North America,White,Petrol,Automatic,3.7,176668,97165,1824,Low
X5,2017,Asia,Grey,Electric,Automatic,3.2,130548,41490,9236,High
i8,2024,Africa,White,Hybrid,Automatic,2.0,195159,117484,6506,Low
M5,2022,North America,Black,Hybrid,Manual,3.7,155567,38704,2380,Low
M5,2022,North America,Black,Petrol,Manual,4.8,175293,79053,1892,Low
X5,2015,Africa,White,Diesel,Manual,1.7,135044,75690,9445,High
i3,2022,Africa,White,Diesel,Automatic,3.4,87892,65515,6805,Low
M3,2024,Africa,Black,Electric,Automatic,1.8,197385,89990,6733,Low
i8,2016,Africa,Grey,Electric,Manual,2.8,14462,68822,6772,Low
X5,2014,South America,Red,Diesel,Automatic,3.4,178848,105543,3260,Low
X3,2023,Europe,Grey,Diesel,Manual,2.3,123825,44541,3700,Low
X1,2015,Europe,Black,Petrol,Manual,3.6,32723,42210,1260,Low
X6,2016,Africa,Grey,Electric,Manual,3.3,89355,92524,4127,Low
X5,2016,Europe,Blue,Petrol,Manual,1.9,79628,65526,6617,Low
X5,2024,North America,Black,Diesel,Automatic,1.5,39302,54769,7895,High
X6,2018,Europe,Blue,Petrol,Manual,4.9,86866,30548,2582,Low
X5,2021,Europe,Red,Petrol,Manual,1.7,197757,105392,4967,Low
i8,2024,Middle East,Red,Diesel,Automatic,3.7,163952,90155,6076,Low
M5,2024,Asia,Black,Petrol,Manual,3.5,198223,35171,8640,High
i8,2015,Middle East,Black,Electric,Manual,3.0,58323,70905,7151,High
i3,2023,North America,Red,Diesel,Manual,4.7,82774,87450,8521,High
M5,2023,Europe,Silver,Diesel,Manual,1.8,68205,114114,2335,Low
X3,2017,South America,Blue,Electric,Automatic,4.1,172854,71444,5134,Low
i8,2016,South America,Black,Petrol,Manual,3.9,27029,78170,6985,Low
i3,2021,South America,Black,Diesel,Automatic,2.5,83607,58778,1027,Low
X1,2021,Europe,Black,Diesel,Automatic,2.5,60937,48939,1157,Low
X6,2018,Middle East,Grey,Hybrid,Manual,4.1,121309,66079,2276,Low
X3,2020,Asia,Blue,Electric,Manual,3.7,135817,84813,637,Low
X3,2024,Europe,White,Electric,Automatic,4.1,24240,98696,417,Low
X6,2019,South America,White,Diesel,Manual,1.9,118399,60096,1270,Low
X5,2016,Middle East,Blue,Diesel,Manual,1.7,94206,85560,7116,High
i8,2017,Africa,Blue,Electric,Manual,4.7,32458,58439,346,Low
X3,2016,Africa,Blue,Diesel,Manual,4.0,134093,57014,1875,Low
X3,2023,South America,Black,Electric,Automatic,2.3,146129,62695,4952,Low
M3,2015,Africa,Silver,Diesel,Automatic,3.5,191890,52035,9294,High
X3,2015,Middle East,Blue,Petrol,Automatic,2.4,27409,37675,1273,Low
X1,2016,Africa,White,Electric,Manual,4.3,23990,46044,7150,High
i3,2023,Middle East,Silver,Petrol,Manual,2.4,161885,72017,6923,Low
X3,2022,Asia,Black,Diesel,Manual,3.4,108486,37914,7514,High
X6,2023,North America,Silver,Petrol,Manual,4.0,61703,101506,866,Low
i3,2016,Asia,Black,Diesel,Automatic,3.3,102559,88888,6728,Low
X3,2018,Asia,Red,Hybrid,Automatic,4.7,136619,40255,324,Low
i8,2016,Asia,Black,Diesel,Automatic,4.1,130804,62245,5236,Low
X6,2015,South America,Grey,Petrol,Automatic,3.3,168612,119076,1416,Low
X6,2017,Middle East,Black,Diesel,Automatic,3.3,73733,98762,8939,High
X3,2021,South America,Blue,Electric,Manual,3.5,186015,109788,9670,High
i3,2015,Middle East,Grey,Diesel,Manual,4.6,92561,71848,7422,High
X6,2020,North America,Red,Petrol,Automatic,4.2,2983,56609,6425,Low
X5,2024,South America,White,Hybrid,Automatic,4.3,81979,71994,8562,High
M5,2024,North America,Grey,Electric,Manual,3.9,106469,73769,3384,Low
X6,2023,North America,Blue,Electric,Automatic,3.9,163792,116858,9745,High
M3,2017,North America,Blue,Petrol,Manual,4.4,34669,42960,4440,Low
M3,2015,South America,Blue,Hybrid,Manual,2.6,66835,53959,7932,High
X1,2018,Africa,Red,Electric,Automatic,3.4,95224,60468,3488,Low
M3,2021,South America,Red,Petrol,Manual,2.4,103563,115545,4438,Low
X5,2016,Europe,Blue,Petrol,Manual,3.9,70704,111197,4724,Low
X1,2017,Middle East,Black,Petrol,Automatic,4.3,66402,117858,4915,Low
X5,2016,Europe,White,Hybrid,Automatic,3.5,181172,56256,2315,Low
X6,2018,Europe,White,Petrol,Manual,2.2,165147,114555,4803,Low
M3,2021,Middle East,Blue,Electric,Manual,2.9,141322,58067,1495,Low
X3,2018,Africa,White,Hybrid,Manual,3.0,140027,95403,5194,Low
X1,2023,Asia,Grey,Diesel,Manual,3.6,147631,61245,1477,Low
X6,2017,South America,Black,Petrol,Manual,4.7,149177,84327,8703,High
X1,2024,Middle East,Grey,Petrol,Manual,2.8,183477,58722,8467,High
M5,2017,North America,Grey,Hybrid,Automatic,4.0,176769,43886,6370,Low
i8,2016,North America,Black,Hybrid,Automatic,2.5,142377,87834,1096,Low
X1,2019,Asia,Black,Hybrid,Manual,4.1,154359,113925,4392,Low
i8,2015,Asia,White,Hybrid,Manual,2.7,133363,50761,7607,High
X1,2014,Africa,Blue,Diesel,Manual,2.8,97114,106670,6697,Low
X5,2022,South America,Grey,Diesel,Automatic,3.7,63225,79508,3299,Low
X5,2022,Middle East,White,Petrol,Automatic,2.9,108867,56381,2955,Low
M3,2021,Middle East,Black,Diesel,Automatic,2.6,109758,111225,7586,High
i3,2020,Africa,Black,Petrol,Automatic,2.0,156474,49700,9661,High
X1,2017,Middle East,Grey,Diesel,Automatic,1.9,10599,101134,3784,Low
M5,2018,Middle East,Blue,Petrol,Manual,4.8,177288,75548,5699,Low
i8,2016,Africa,Grey,Hybrid,Automatic,3.7,140943,109312,9527,High
i8,2014,North America,Grey,Electric,Automatic,3.7,23717,96389,9524,High
X1,2015,Europe,Silver,Electric,Automatic,2.5,109226,111566,8270,High
X3,2017,North America,White,Hybrid,Manual,2.4,159853,117866,1484,Low
M3,2017,Africa,Black,Diesel,Automatic,3.7,187759,34740,9027,High
X1,2021,Europe,White,Diesel,Manual,4.8,26818,49153,8212,High
M5,2014,South America,Blue,Hybrid,Manual,2.9,199662,79913,9531,High
i3,2021,South America,Grey,Hybrid,Manual,2.1,27208,108233,9816,High
X3,2015,Middle East,Red,Hybrid,Manual,1.7,25584,63222,8706,High
i3,2018,Europe,Silver,Petrol,Automatic,3.9,63608,54552,4091,Low
X5,2022,Asia,Blue,Diesel,Manual,4.8,100254,30001,5035,Low
X6,2015,Middle East,Black,Electric,Manual,2.6,108410,66531,2883,Low
M5,2020,Middle East,White,Petrol,Automatic,3.7,151258,30010,993,Low
M3,2024,Europe,Black,Diesel,Manual,2.0,33358,99902,3363,Low
M3,2024,Middle East,Red,Petrol,Manual,2.2,130172,74214,6324,Low
M3,2017,Africa,Red,Diesel,Manual,1.6,31084,86977,1473,Low
X6,2015,South America,Black,Petrol,Manual,1.5,19029,82940,303,Low
i3,2018,Africa,Black,Hybrid,Manual,2.6,145066,90433,4073,Low
i8,2018,North America,Grey,Diesel,Automatic,4.6,169495,43186,6649,Low
X1,2018,South America,Silver,Diesel,Automatic,3.2,94216,108485,7110,High
X1,2022,Middle East,Black,Diesel,Manual,4.2,143209,73194,2352,Low
X6,2015,South America,Black,Hybrid,Automatic,4.7,181018,50040,9639,High
M5,2024,North America,Black,Diesel,Automatic,3.2,176960,83980,3649,Low
i3,2014,South America,Grey,Electric,Automatic,2.7,146524,63603,7733,High
M5,2024,Asia,Red,Petrol,Manual,4.1,34835,76431,1375,Low
X6,2016,Africa,Blue,Hybrid,Automatic,3.0,89766,43065,8303,High
X6,2019,Europe,White,Diesel,Manual,1.8,158448,34574,4136,Low
X1,2015,Asia,Black,Hybrid,Manual,1.8,149439,93079,365,Low
X5,2017,North America,White,Petrol,Automatic,4.2,4965,49468,774,Low
M3,2019,Europe,Blue,Diesel,Manual,4.3,146326,34547,2337,Low
X3,2021,North America,Blue,Diesel,Automatic,4.6,25887,75373,437,Low
X6,2016,Europe,Grey,Hybrid,Automatic,3.2,26277,113629,8841,High
M3,2015,Africa,White,Hybrid,Manual,1.8,191549,68865,3893,Low
X3,2017,South America,Blue,Hybrid,Automatic,2.8,43995,75694,914,Low
M5,2024,Asia,Blue,Electric,Automatic,4.2,129587,107536,9883,High
M5,2024,Africa,Black,Hybrid,Manual,3.6,179037,40095,6900,Low
i3,2018,Asia,Silver,Hybrid,Automatic,2.4,46508,103210,2183,Low
i8,2022,Africa,Black,Petrol,Manual,4.0,53677,42237,3126,Low
X6,2014,Europe,Silver,Petrol,Automatic,2.9,64946,40643,5796,Low
M5,2017,Middle East,Red,Diesel,Manual,2.2,18499,65281,1582,Low
X6,2014,Asia,White,Electric,Manual,3.2,13334,56549,9831,High
i3,2020,Middle East,Silver,Diesel,Manual,3.4,71968,94766,731,Low
i8,2014,Africa,Black,Hybrid,Manual,3.7,138467,89121,6477,Low
X1,2014,Africa,Grey,Diesel,Manual,2.2,114227,32560,5617,Low
i3,2016,North America,Blue,Diesel,Manual,2.3,93738,60476,3911,Low
X6,2020,Asia,White,Petrol,Manual,3.6,21437,41080,1799,Low
M5,2017,North America,Black,Petrol,Manual,3.5,196846,117524,109,Low
M5,2019,Europe,Black,Petrol,Manual,3.0,103720,106751,5299,Low
X5,2014,South America,White,Petrol,Automatic,3.7,10070,77144,4631,Low
i3,2018,South America,Grey,Diesel,Manual,1.8,181991,68317,6653,Low
i8,2017,Asia,Grey,Petrol,Manual,3.2,199556,31138,5735,Low
M5,2016,Asia,Blue,Hybrid,Automatic,3.8,104905,112187,2905,Low
X5,2024,North America,White,Electric,Manual,3.8,1468,113153,8573,High
M3,2017,Europe,White,Petrol,Automatic,2.1,171274,72147,2404,Low
X6,2022,Europe,White,Diesel,Manual,3.1,111929,110415,906,Low
X5,2014,Middle East,Red,Electric,Manual,2.9,83634,48845,3655,Low
X1,2015,Africa,Red,Petrol,Manual,4.7,70204,65906,7832,High
X3,2024,Asia,Silver,Hybrid,Manual,4.6,70284,35692,2562,Low
M5,2017,Middle East,Grey,Petrol,Automatic,4.5,102700,71346,5345,Low
X3,2016,South America,Black,Electric,Manual,2.8,121622,38926,5661,Low
X3,2022,North America,Grey,Petrol,Manual,4.5,127735,101172,9152,High
X3,2023,South America,White,Diesel,Automatic,4.8,87945,95226,7578,High
X5,2016,Middle East,Red,Hybrid,Automatic,4.8,178037,60533,2388,Low
M3,2022,Europe,White,Petrol,Automatic,2.3,135775,73174,2011,Low
X6,2015,Asia,Blue,Electric,Manual,1.9,82988,53469,9195,High
i3,2022,North America,Red,Petrol,Manual,3.9,45186,73089,938,Low
M5,2022,Europe,Red,Hybrid,Manual,1.7,82944,31002,515,Low
X5,2016,Europe,Black,Electric,Automatic,2.2,110550,36998,6735,Low
X1,2019,Europe,Grey,Petrol,Manual,4.0,20416,90934,2549,Low
M5,2017,Europe,Black,Petrol,Automatic,3.8,123771,95532,607,Low
M5,2022,Asia,Black,Hybrid,Manual,1.5,159828,62176,5544,Low
X5,2022,North America,White,Diesel,Manual,3.3,178084,108170,2501,Low
X1,2017,Africa,White,Hybrid,Manual,4.4,91731,46858,8495,High
X5,2015,North America,Red,Hybrid,Manual,3.8,137243,115120,4819,Low
i8,2014,North America,Black,Electric,Automatic,2.3,107096,36508,8903,High
i8,2018,South America,Blue,Petrol,Manual,2.5,174397,114620,7906,High
X5,2020,North America,Blue,Electric,Manual,2.7,45152,101431,3956,Low
X1,2022,Africa,Blue,Hybrid,Manual,4.6,141967,60030,311,Low
X3,2021,Europe,White,Electric,Automatic,3.7,106350,110279,3940,Low
M3,2014,Europe,White,Petrol,Manual,2.8,29020,93446,6183,Low
X3,2014,North America,Red,Electric,Manual,3.7,104340,94699,2591,Low
X6,2020,Europe,Red,Hybrid,Automatic,4.3,173562,33073,2318,Low
X1,2020,North America,Grey,Diesel,Automatic,3.1,191750,73680,9442,High
i3,2015,North America,Black,Electric,Manual,4.1,20153,89945,2147,Low
i8,2021,Middle East,Silver,Diesel,Automatic,4.0,192659,119019,445,Low
X3,2022,Middle East,Grey,Diesel,Automatic,2.4,85150,51710,8120,High
i3,2017,North America,Blue,Hybrid,Automatic,1.9,36840,55384,8367,High
X3,2018,Middle East,Silver,Diesel,Manual,2.0,13114,42504,6685,Low
i8,2020,Middle East,Blue,Hybrid,Automatic,2.1,32670,114055,9346,High
X3,2021,North America,White,Electric,Automatic,3.7,161955,33898,5032,Low
M3,2019,Asia,Red,Electric,Automatic,3.1,61341,73608,3893,Low
X3,2024,Africa,Red,Hybrid,Manual,2.0,101960,44425,2392,Low
i8,2020,Asia,Silver,Hybrid,Manual,3.5,80738,51179,4950,Low
X6,2015,North America,Red,Electric,Automatic,1.8,52085,50593,9120,High
i3,2024,North America,White,Petrol,Manual,1.9,45676,54435,8858,High
M5,2018,Africa,Red,Hybrid,Manual,4.1,143468,86093,8084,High
X6,2019,North America,Black,Hybrid,Manual,1.6,29242,91414,425,Low
M5,2020,North America,Blue,Diesel,Manual,3.4,192876,61219,4742,Low
X1,2022,Asia,Grey,Electric,Automatic,3.0,129271,56998,4854,Low
M5,2018,Asia,Black,Hybrid,Automatic,1.9,36528,97451,9289,High
i8,2014,Africa,Black,Petrol,Manual,2.9,95,95193,1446,Low
M5,2017,South America,Red,Hybrid,Manual,2.0,120418,98547,4893,Low
X6,2021,North America,Blue,Hybrid,Automatic,3.6,69240,70999,2129,Low
X1,2021,Asia,Blue,Electric,Automatic,4.7,178522,61045,6398,Low
X1,2018,Middle East,Blue,Diesel,Automatic,3.1,126520,68068,6053,Low
i8,2017,Europe,White,Petrol,Automatic,2.2,17358,101042,8570,High
X1,2023,North America,Grey,Electric,Automatic,3.3,168544,57820,8216,High
X5,2015,Middle East,White,Electric,Manual,3.8,32151,85670,6838,Low
i3,2016,South America,Grey,Diesel,Manual,2.8,141949,100204,7519,High
i8,2020,North America,Blue,Diesel,Manual,4.2,138701,110263,1711,Low
i8,2022,South America,Silver,Petrol,Automatic,1.5,136006,69744,475,Low
X6,2016,North America,Silver,Petrol,Manual,4.6,99191,47279,4984,Low
X6,2022,Africa,Black,Hybrid,Automatic,1.9,67402,65900,4517,Low
i8,2020,South America,Silver,Diesel,Automatic,2.8,15546,81439,1467,Low
X6,2021,North America,Silver,Diesel,Automatic,3.7,93063,32521,1844,Low
X5,2018,North America,Red,Petrol,Automatic,2.9,199593,42009,3610,Low
M5,2021,Middle East,Black,Petrol,Manual,1.9,130371,119551,7114,High
i8,2023,Asia,Black,Hybrid,Automatic,4.2,166916,100359,2528,Low
M3,2021,South America,White,Diesel,Manual,2.9,158727,111756,3479,Low
M3,2020,Europe,Silver,Petrol,Automatic,3.3,192061,53911,574,Low
X1,2019,Europe,White,Diesel,Manual,3.8,69602,45167,1905,Low
i3,2019,Middle East,Grey,Electric,Manual,2.4,84008,50702,5112,Low
X6,2014,Asia,Blue,Hybrid,Manual,2.2,117011,64368,2866,Low
X6,2018,North America,Grey,Petrol,Manual,4.9,105041,84066,5726,Low
M3,2020,Asia,Grey,Hybrid,Manual,4.1,118374,105856,9378,High
X5,2021,Asia,Black,Electric,Automatic,3.1,38042,54129,5201,Low
i3,2020,North America,White,Diesel,Manual,1.9,81992,66966,5992,Low
i3,2019,South America,Blue,Petrol,Manual,1.6,93384,67297,3497,Low
i8,2014,Asia,Black,Electric,Automatic,4.7,186630,99481,5397,Low
X5,2015,Middle East,Blue,Hybrid,Manual,2.2,145964,35230,4343,Low
X5,2024,Africa,Silver,Diesel,Manual,4.4,90080,74226,8858,High
i8,2016,South America,Silver,Electric,Manual,2.3,148634,110705,6625,Low
X1,2019,Asia,Black,Hybrid,Automatic,1.9,4060,87998,8444,High
X3,2018,Asia,Blue,Petrol,Automatic,2.0,32198,111428,7897,High
M5,2022,Europe,Blue,Electric,Manual,4.3,95244,52140,5367,Low
M3,2018,Europe,White,Hybrid,Automatic,2.1,168190,57468,2379,Low
X5,2017,Middle East,Grey,Petrol,Automatic,2.8,99278,52549,3547,Low
X3,2015,Europe,Black,Petrol,Automatic,2.5,71865,81020,4994,Low
X1,2016,Africa,White,Diesel,Manual,4.7,164752,113605,9741,High
X5,2015,Africa,White,Electric,Manual,3.8,6194,39247,5772,Low
M5,2016,Europe,Grey,Hybrid,Automatic,2.4,47537,66843,9761,High
M5,2024,Asia,Black,Hybrid,Automatic,2.0,87382,88258,9725,High
i3,2015,South America,Blue,Electric,Automatic,4.7,25790,95145,3890,Low
X6,2020,North America,Red,Hybrid,Automatic,4.0,132978,108213,2338,Low
X1,2022,Europe,Blue,Electric,Manual,1.7,107215,82377,199,Low
M3,2021,Middle East,Blue,Electric,Automatic,2.7,11874,117558,9273,High
M3,2015,Middle East,Grey,Diesel,Automatic,4.4,190861,76832,9129,High
X5,2014,Middle East,White,Diesel,Automatic,3.8,26805,75950,3624,Low
i3,2016,Europe,Grey,Electric,Manual,3.5,197054,80524,8726,High
i3,2021,North America,Black,Hybrid,Manual,3.7,85014,62782,8350,High
M5,2015,North America,Blue,Diesel,Automatic,3.8,162408,69661,5828,Low
M3,2016,Africa,White,Diesel,Manual,3.3,56437,116544,1397,Low
i8,2020,Africa,Red,Hybrid,Manual,4.4,41548,36685,6864,Low
i3,2017,Europe,Red,Diesel,Automatic,3.4,85581,98818,9639,High
X1,2024,Asia,Blue,Hybrid,Automatic,3.3,172498,96816,6007,Low
X5,2023,Africa,Red,Petrol,Automatic,3.7,37965,68583,9713,High
M3,2019,Africa,Red,Petrol,Manual,1.8,96395,119790,7675,High
X3,2018,Africa,Silver,Petrol,Automatic,4.5,68463,64915,2360,Low
i3,2021,Europe,Red,Hybrid,Manual,3.0,30940,72116,8113,High
X5,2024,South America,Blue,Petrol,Automatic,2.2,58599,103897,8543,High
M5,2024,Asia,Silver,Electric,Manual,1.5,193226,60406,4575,Low
X5,2022,Africa,Grey,Petrol,Automatic,2.7,146712,101679,5534,Low
X6,2019,Africa,White,Petrol,Automatic,2.0,169923,37373,3453,Low
i3,2021,Middle East,Black,Petrol,Automatic,4.4,109665,64010,2080,Low
M3,2018,Europe,Black,Diesel,Automatic,1.8,161871,73613,5469,Low
X3,2014,Africa,Black,Petrol,Automatic,4.1,48387,34998,2284,Low
X5,2014,South America,Silver,Petrol,Automatic,1.8,172408,70391,4169,Low
M3,2017,Africa,Grey,Electric,Automatic,2.8,64095,59858,7202,High
i3,2020,Middle East,Blue,Electric,Automatic,4.0,80908,96593,2626,Low
M3,2024,Asia,Grey,Diesel,Automatic,3.5,191171,58378,3658,Low
i3,2022,Middle East,Silver,Hybrid,Automatic,1.8,99549,98516,5826,Low
X5,2015,Asia,Silver,Hybrid,Manual,3.3,86176,76335,5286,Low
M5,2014,North America,Grey,Hybrid,Manual,3.7,164092,84124,609,Low
X6,2015,Europe,Silver,Electric,Manual,4.4,35688,75268,9273,High
X3,2019,North America,Silver,Diesel,Manual,4.8,183212,76892,6899,Low
i3,2016,Europe,White,Petrol,Automatic,3.0,196785,72067,5391,Low
i8,2019,Asia,Blue,Hybrid,Manual,3.2,60118,44789,2665,Low
M3,2019,South America,Black,Petrol,Automatic,2.5,146266,81449,175,Low
i3,2024,Africa,White,Hybrid,Manual,3.9,30257,37708,6185,Low
X6,2014,North America,White,Diesel,Manual,2.3,147259,79517,5951,Low
i3,2023,Europe,White,Electric,Manual,4.8,186610,50257,7743,High
X1,2021,Africa,White,Hybrid,Manual,2.0,149013,43329,5969,Low
X1,2023,North America,Black,Electric,Manual,2.6,122056,44312,9348,High
X3,2024,Africa,Blue,Diesel,Automatic,2.3,16767,41236,5105,Low
M3,2021,Europe,Red,Petrol,Automatic,2.2,40884,56618,8390,High
X5,2024,Asia,Black,Diesel,Manual,3.6,174791,83056,6533,Low
X1,2018,South America,White,Electric,Automatic,4.1,40828,115469,3579,Low
X1,2015,Europe,Black,Petrol,Automatic,3.5,69616,99471,8031,High
i3,2021,Middle East,Black,Electric,Automatic,2.9,46891,113886,9438,High
i3,2023,South America,Red,Petrol,Manual,2.3,135356,67850,111,Low
X1,2023,South America,Red,Diesel,Manual,3.8,8698,77010,2246,Low
X3,2015,Asia,Red,Diesel,Manual,2.2,84716,72307,1712,Low
M3,2019,North America,Grey,Diesel,Automatic,3.2,133148,119757,3495,Low
X3,2023,Africa,Black,Petrol,Automatic,2.4,60719,56385,2717,Low
X1,2018,North America,Red,Electric,Automatic,2.6,60186,71093,2485,Low
X3,2023,Middle East,White,Electric,Automatic,3.6,83295,105949,5127,Low
X3,2017,Middle East,Red,Electric,Manual,4.2,194721,57673,2439,Low
M3,2023,Africa,White,Diesel,Manual,3.1,103859,85872,1603,Low
X5,2019,North America,Red,Electric,Automatic,3.1,104771,73245,6716,Low
X1,2017,Asia,Blue,Petrol,Automatic,3.8,95023,104905,4810,Low
i3,2023,North America,Blue,Diesel,Manual,4.1,185326,50529,8664,High
M3,2024,Asia,Red,Hybrid,Manual,1.5,90766,51110,2663,Low
X5,2016,Asia,White,Electric,Automatic,3.8,162574,117791,6065,Low
X3,2017,Middle East,Silver,Diesel,Automatic,4.5,81532,33724,7508,High
i3,2018,Europe,Blue,Electric,Manual,3.8,85641,69964,259,Low
X6,2021,North America,Red,Petrol,Manual,3.1,15247,69860,4238,Low
i3,2014,Asia,Red,Diesel,Manual,2.6,116164,40040,4770,Low
X6,2015,Middle East,Grey,Diesel,Manual,4.6,107085,67068,2373,Low
i8,2015,North America,Red,Diesel,Automatic,3.5,71401,98378,8774,High
X6,2019,Middle East,Blue,Electric,Manual,3.2,169781,74350,6356,Low
X6,2017,Asia,Black,Electric,Automatic,3.1,46550,93170,5453,Low
X5,2015,Africa,White,Petrol,Automatic,4.8,156336,41995,8341,High
X1,2015,South America,Red,Diesel,Manual,4.0,83422,30566,2035,Low
X6,2016,Africa,Grey,Electric,Automatic,3.0,118807,85468,3665,Low
X5,2023,Africa,Blue,Diesel,Automatic,5.0,194225,67088,222,Low
i3,2017,Europe,Black,Diesel,Automatic,3.0,75313,69449,8210,High
i3,2017,Europe,Red,Electric,Manual,3.6,50741,86911,718,Low
M3,2023,Asia,Blue,Petrol,Manual,1.8,89688,75993,6982,Low
M3,2019,Africa,White,Electric,Automatic,2.7,33590,92849,7638,High
X5,2021,Asia,White,Petrol,Automatic,2.4,11527,91578,3397,Low
i8,2023,North America,Grey,Petrol,Automatic,1.6,105324,110848,6162,Low
X6,2021,North America,Red,Diesel,Automatic,4.2,130658,99697,1114,Low
X3,2015,Asia,Silver,Hybrid,Automatic,4.5,117855,80870,6893,Low
M5,2018,Asia,Grey,Hybrid,Manual,3.4,13648,78611,8000,High
M5,2024,Africa,Black,Electric,Manual,2.5,171977,78539,3242,Low
X1,2024,Europe,White,Electric,Manual,1.6,71609,58936,3631,Low
i8,2020,Asia,Blue,Electric,Manual,2.7,514,86315,7768,High
X6,2023,South America,Silver,Electric,Manual,5.0,157620,104034,7738,High
X6,2022,North America,Grey,Petrol,Manual,1.8,156592,68474,7499,High
X5,2019,Africa,Silver,Electric,Automatic,1.9,126960,93519,429,Low
X5,2021,Africa,Black,Electric,Automatic,2.7,95415,98720,7348,High
X5,2019,Middle East,Grey,Diesel,Manual,3.9,47110,67167,5678,Low
X3,2018,Africa,Blue,Petrol,Automatic,2.2,29507,32637,2662,Low
i8,2020,Africa,Black,Hybrid,Automatic,3.0,60086,81717,9369,High
M3,2014,Africa,Silver,Diesel,Manual,3.7,23516,87053,1631,Low
M3,2024,North America,Silver,Hybrid,Automatic,4.3,80136,112045,249,Low
i3,2023,North America,Red,Diesel,Automatic,1.8,137737,93365,5328,Low
M3,2014,Asia,Black,Electric,Manual,4.6,3568,42539,700,Low
X6,2014,Asia,White,Diesel,Manual,4.5,155670,114314,7016,High
X1,2021,Middle East,Blue,Petrol,Manual,3.5,58295,66339,9461,High
X1,2021,Europe,Black,Petrol,Manual,5.0,171140,72146,6099,Low
X3,2016,North America,Grey,Electric,Manual,1.9,25839,76715,9558,High
X3,2014,Europe,Grey,Hybrid,Manual,3.2,76625,44470,5074,Low
M5,2016,Middle East,Blue,Petrol,Automatic,4.2,161999,41370,6004,Low
X6,2018,Middle East,Red,Hybrid,Manual,2.0,156242,98234,9503,High
X1,2014,Middle East,Blue,Hybrid,Manual,2.7,45603,117759,8272,High
X3,2017,South America,Black,Petrol,Manual,2.2,88705,53490,2659,Low
M3,2019,Asia,White,Hybrid,Manual,2.2,53739,114595,4555,Low
X1,2018,South America,Black,Petrol,Manual,1.7,167883,79923,9676,High
X1,2018,Europe,White,Petrol,Automatic,4.4,107594,106279,8450,High
M5,2017,Middle East,White,Electric,Automatic,2.5,38531,119138,2114,Low
M3,2017,Middle East,Black,Hybrid,Automatic,3.2,102217,116314,2491,Low
X1,2017,Middle East,Silver,Petrol,Automatic,2.8,98452,108892,1020,Low
M3,2017,Middle East,Grey,Petrol,Automatic,3.5,46727,98650,9583,High
X1,2017,Asia,Silver,Hybrid,Manual,4.3,11617,83895,342,Low
X1,2015,Asia,Blue,Petrol,Manual,2.6,48628,52174,418,Low
X6,2021,North America,Silver,Hybrid,Automatic,3.4,166099,74319,6134,Low
X3,2020,North America,White,Petrol,Automatic,2.9,171995,34474,8570,High
M3,2016,Europe,Silver,Hybrid,Manual,3.5,157598,107309,435,Low
i3,2021,South America,Red,Diesel,Automatic,3.8,89397,75246,7293,High
i3,2015,South America,Grey,Diesel,Manual,3.1,62878,113847,8190,High
M3,2016,Europe,Grey,Hybrid,Manual,4.8,150088,92638,3386,Low
X3,2022,Europe,Grey,Electric,Automatic,4.0,134153,52063,4654,Low
M5,2022,Asia,White,Hybrid,Manual,4.4,197642,84279,3207,Low
M5,2017,Asia,Blue,Diesel,Manual,4.8,79723,33370,1882,Low
M5,2022,Middle East,Grey,Hybrid,Manual,4.6,117917,48060,8462,High
X5,2019,Middle East,Grey,Petrol,Manual,1.9,21206,35578,8484,High
X3,2016,Asia,Grey,Petrol,Manual,4.9,58508,113821,4200,Low
i8,2024,Europe,Black,Petrol,Manual,1.6,5465,41571,281,Low
X6,2020,Africa,Blue,Diesel,Manual,3.4,121620,37433,6861,Low
X5,2015,Europe,Grey,Diesel,Automatic,2.4,119930,53913,1179,Low
M5,2019,North America,Red,Electric,Automatic,2.5,77646,71848,4806,Low
M5,2023,Europe,White,Electric,Manual,2.6,36419,73113,5851,Low
X5,2018,Middle East,Black,Hybrid,Manual,1.7,172719,101745,6659,Low
X1,2023,Asia,Silver,Hybrid,Manual,4.0,132440,94400,3188,Low
X6,2015,South America,Red,Petrol,Automatic,1.9,152876,114824,8393,High
i3,2020,Europe,Black,Electric,Automatic,2.7,21256,40060,6794,Low
M3,2016,Middle East,Black,Diesel,Manual,4.6,80524,106600,5830,Low
M3,2014,South America,Red,Hybrid,Manual,3.5,145936,117009,1032,Low
X3,2022,Asia,Blue,Electric,Automatic,3.7,2687,70609,7283,High
i8,2018,Asia,Black,Hybrid,Automatic,1.9,29041,46982,3328,Low
M3,2023,North America,Grey,Electric,Automatic,3.4,55829,58272,6647,Low
i8,2020,North America,Grey,Electric,Automatic,2.4,130446,56165,8441,High
M3,2022,North America,Grey,Petrol,Manual,2.5,118653,55509,1086,Low
X1,2023,North America,Blue,Petrol,Manual,3.2,8224,45959,6882,Low
X1,2017,Africa,Red,Electric,Automatic,3.6,21538,118375,488,Low
M3,2020,Middle East,Black,Electric,Manual,4.3,174454,113921,4520,Low
X5,2016,Asia,Blue,Diesel,Automatic,3.3,848,113000,6832,Low
